SCHOOL_ID,NAME_OF_SCHOOL,"Elementary, Middle, or High School",STREET_ADDRESS,CITY,STATE,ZIP_CODE,PHONE_NUMBER,LINK,NETWORK_MANAGER,COLLABORATIVE_NAME,ADEQUATE_YEARLY_PROGRESS_MADE_,TRACK_SCHEDULE,CPS_PERFORMANCE_POLICY_STATUS,CPS_PERFORMANCE_POLICY_LEVEL,HEALTHY_SCHOOL_CERTIFIED,SAFETY_ICON,SAFETY_SCORE,FAMILY_INVOLVEMENT_ICON,FAMILY_INVOLVEMENT_SCORE,ENVIRONMENT_ICON,ENVIRONMENT_SCORE,INSTRUCTION_ICON,INSTRUCTION_SCORE,LEADERS_ICON,LEADERS_SCORE,TEACHERS_ICON,TEACHERS_SCORE,PARENT_ENGAGEMENT_ICON,PARENT_ENGAGEMENT_SCORE,PARENT_ENVIRONMENT_ICON,PARENT_ENVIRONMENT_SCORE,AVERAGE_STUDENT_ATTENDANCE,RATE_OF_MISCONDUCTS__PER_100_STUDENTS_,AVERAGE_TEACHER_ATTENDANCE,INDIVIDUALIZED_EDUCATION_PROGRAM_COMPLIANCE_RATE,PK_2_LITERACY__,PK_2_MATH__,GR3_5_GRADE_LEVEL_MATH__,GR3_5_GRADE_LEVEL_READ__,GR3_5_KEEP_PACE_READ__,GR3_5_KEEP_PACE_MATH__,GR6_8_GRADE_LEVEL_MATH__,GR6_8_GRADE_LEVEL_READ__,GR6_8_KEEP_PACE_MATH_,GR6_8_KEEP_PACE_READ__,GR_8_EXPLORE_MATH__,GR_8_EXPLORE_READ__,ISAT_EXCEEDING_MATH__,ISAT_EXCEEDING_READING__,ISAT_VALUE_ADD_MATH,ISAT_VALUE_ADD_READ,ISAT_VALUE_ADD_COLOR_MATH,ISAT_VALUE_ADD_COLOR_READ,STUDENTS_TAKING__ALGEBRA__,STUDENTS_PASSING__ALGEBRA__,9th Grade EXPLORE (2009),9th Grade EXPLORE (2010),10th Grade PLAN (2009),10th Grade PLAN (2010),NET_CHANGE_EXPLORE_AND_PLAN,11th Grade Average ACT (2011),NET_CHANGE_PLAN_AND_ACT,COLLEGE_ELIGIBILITY__,GRADUATION_RATE__,COLLEGE_ENROLLMENT_RATE__,COLLEGE_ENROLLMENT,GENERAL_SERVICES_ROUTE,FRESHMAN_ON_TRACK_RATE__,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,COMMUNITY_AREA_NUMBER,COMMUNITY_AREA_NAME,WARD,POLICE_DISTRICT,LOCATION
610229,A.N. Pritzker School,ES,2009 W Schiller St,Chicago,IL,60622,(773) 534-4415,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610229.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,59,NDA,NDA,Average,58,Strong,61,Weak,NDA,NDA,NDA,NDA,NDA,NDA,NDA,94.60%,36.5,95.60%,98.50%,56.8,11.8,58.2,58.5,55,55.6,62.9,54.9,57.6,55.1,38.7,50,37.2,34.5,"'-0.2",0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,669,35,NDA,1162693.096,1909391.648,41.90702500,"'-87.67779555",24,WEST TOWN,1,14,"(41.907025, -87.67779555)"
610277,Anthony Overton Elementary School,ES,221 E 49th St,Chicago,IL,60615,(773) 535-1430,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610277.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,32,NDA,NDA,Strong,64,Strong,76,Weak,NDA,NDA,NDA,Average,52,Strong,55,90.50%,24.9,94.90%,100.00%,52,54.8,19.6,16.2,41.1,40,20.4,25,45.1,46.2,0,8.3,8.2,4.3,1.2,0.7,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,436,42,NDA,1178699.353,1872549.026,41.80557578,"'-87.62012252",38,GRAND BOULEVARD,3,2,"(41.80557578, -87.62012252)"
609951,Ariel Elementary Community Academy,ES,1119 E 46th St,Chicago,IL,60653,(773) 535-1996,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609951.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,NDA,,NDA,NDA,NDA,,NDA,,Weak,NDA,NDA,NDA,Average,51,Average,50,95.50%,5.4,96.00%,100.00%,70.8,34.3,48.4,43,62,58.6,40,47.1,58.6,49.3,14.6,36.6,24.8,14.4,0.0,"'-1.6",Yellow,Red,35,28.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,550,42,NDA,1184576.517,1874697.119,41.81133445,"'-87.59850030",39,KENWOOD,4,2,"(41.81133445, -87.5985003)"
610161,Arna Wendell Bontemps Elementary School,ES,1241 W 58th St,Chicago,IL,60636,(773) 535-9175,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610161.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,33,NDA,NDA,Average,48,Average,59,Weak,NDA,NDA,NDA,Average,53,Average,52,94.20%,31.2,95.80%,100.00%,36.4,26.9,25.7,20.8,64.3,64.8,28.7,22.1,54.3,51.9,0,18.8,7.5,4.2,"'-1.1","'-2.5",Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,345,43,NDA,1168872.421,1866273.444,41.78857298,"'-87.65634499",67,WEST ENGLEWOOD,16,7,"(41.78857298, -87.65634499)"
610171,Arnold Mireles Elementary Academy,ES,9000 S Exchange Ave,Chicago,IL,60617,(773) 535-6360,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610171.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,27,NDA,NDA,Average,43,Average,54,Weak,NDA,NDA,NDA,Average,48,Average,51,92.80%,11.8,95.20%,98.90%,44,27.5,21.9,15.2,45.4,45.7,23,19.4,46.9,51,6.4,18.2,7.6,5.4,"'-1.1","'-0.7",Red,Red,9.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,905,47,NDA,1197292.129,1845782.158,41.73168217,"'-87.55282373",46,SOUTH CHICAGO,10,4,"(41.73168217, -87.55282373)"
610037,Arthur A Libby Elementary School,ES,5300 S Loomis Blvd,Chicago,IL,60609,(773) 535-9050,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610037.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,36,NDA,NDA,Strong,60,Strong,60,Weak,NDA,NDA,NDA,Average,48,Average,52,90.80%,21.6,95.10%,100.00%,31.1,37.3,24.7,12,43.2,48.3,32,17.7,55.3,48.3,4.2,14.6,4.8,3.9,"'-0.4","'-2.8",Yellow,Red,18,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,539,43,NDA,1167858.322,1869572.502,41.79764784,"'-87.65996858",61,NEW CITY,16,9,"(41.79764784, -87.65996858)"
609887,Arthur Dixon Elementary School,ES,8306 S Saint Lawrence Ave,Chicago,IL,60619,(773) 535-3834,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609887.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,47,NDA,NDA,Average,47,Average,52,Weak,NDA,NDA,NDA,NDA,NDA,NDA,NDA,94.80%,32.2,95.60%,100.00%,69.7,35.5,42.8,37.8,51.8,70.8,43.5,44.5,51.3,49.4,22.1,31.6,22.0,15.7,"'-0.3",0.7,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,652,45,NDA,1181644.805,1850009.577,41.74365776,"'-87.61001515",44,CHATHAM,6,6,"(41.74365776, -87.61001515)"
609836,Arthur E Canty Elementary School,ES,3740 N Panama Ave,Chicago,IL,60634,(773) 534-1238,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609836.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,87,Strong,64,Strong,70,Strong,64,Weak,49,Average,47,Strong,66,Average,53,96.10%,2.3,96.10%,99.10%,75.3,60.6,77.2,58.3,52.9,62,81.3,71.3,61.4,59.7,41.3,60,47.4,34.2,0.3,0.1,Yellow,Yellow,29.8,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,784,30,NDA,1121355.698,1924041.412,41.94799245,"'-87.82933190",17,DUNNING,36,16,"(41.94799245, -87.8293319)"
610268,Arthur R Ashe Elementary School,ES,8505 S Ingleside Ave,Chicago,IL,60619,(773) 535-3550,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610268.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,Weak,NDA,NDA,NDA,Weak,39,Weak,46,87.90%,41.6,93.40%,100.00%,30.1,25.5,20.3,14.3,47.4,54.8,43.4,23.6,61,58.7,7.9,15.8,9.2,2.8,1.1,"'-0.9",Green,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,459,45,NDA,1184078.661,1848752.991,41.74015307,"'-87.60113659",44,CHATHAM,8,6,"(41.74015307, -87.60113659)"
609941,Asa Philip Randolph Elementary School,ES,7316 S Hoyne Ave,Chicago,IL,60636,(773) 535-9015,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609941.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,15,NDA,NDA,Average,41,Average,48,Weak,NDA,NDA,NDA,Weak,45,Average,49,92.10%,43.5,95.30%,95.60%,52.9,52.6,20.2,11.3,40.1,48.1,44.2,21.3,63,50.8,12.1,12.1,13.8,4.5,0.3,"'-1.3",Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,573,43,NDA,1163589.689,1856037.765,41.76059741,"'-87.67600175",67,WEST ENGLEWOOD,17,7,"(41.76059741, -87.67600175)"
610287,Ashburn Community Elementary School,ES,8300 S Saint Louis Ave,Chicago,IL,60652,(773) 535-7860,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610287.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,48,Strong,76,Average,52,Average,40,Weak,68,Strong,70,Average,51,Average,50,95.50%,28.5,97.10%,100.00%,70.6,61.7,40.4,33.3,55.5,56.2,45.8,36.8,69.9,45.5,22.4,30.6,15.1,9.5,0.4,"'-0.6",Yellow,Yellow,40.8,40,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,490,44,NDA,1154458.760,1849313.602,41.74233179,"'-87.70964592",70,ASHBURN,18,8,"(41.74233179, -87.70964592)"
609820,Augustus H Burley Elementary School,ES,1630 W Barry Ave,Chicago,IL,60657,(773) 534-5475,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609820.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,NDA,NDA,Strong,78,Strong,65,Weak,NDA,NDA,NDA,Strong,59,Average,49,96.50%,0.7,95.00%,97.90%,69.4,47,64.5,70.2,51.2,66.7,69.4,75,62.9,67.3,50,69.6,54.2,53.3,1.3,2.1,Green,Green,35.7,80,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,572,33,NDA,1164768.164,1920682.831,41.93796493,"'-87.66985204",6,LAKE VIEW,32,19,"(41.93796493, -87.66985204)"
400018,Austin Business and Entrepreneurship Academy High School,HS,231 N Pine Ave,Chicago,IL,60644,(773) 534-6316,,West Side High School Network,WEST SIDE COLLABORATIVE,No,Non_Standard,Probation,Level 3,No,Weak,38,NDA,NDA,Average,41,Weak,33,Weak,NDA,NDA,NDA,NDA,NDA,NDA,NDA,76.00%,12.4,0.00%,98.20%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12,12,14.3,12.9,0.9,14.4,0.1,12.2,65.6,51.3,316,36,NDA,1139494.763,1901274.258,41.88520477,"'-87.76321191",25,AUSTIN,28,15,"(41.88520477, -87.76321191)"
610169,Austin O Sexton Elementary School,ES,6020 S Langley Ave,Chicago,IL,60637,(773) 535-0640,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610169.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,23,NDA,NDA,Weak,38,Weak,34,Weak,NDA,NDA,NDA,Weak,46,Weak,44,90.50%,8.6,94.10%,100.00%,48.8,NDA,12.7,13.5,56.6,51.9,26.4,33.6,53.1,66.7,3.7,11.1,6.1,5.2,0.2,"'-0.4",Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,337,42,NDA,1181884.660,1865139.761,41.78517099,"'-87.60866927",42,WOODLAWN,20,3,"(41.78517099, -87.60866927)"
610501,Austin Polytechnical Academy High School,HS,231 N Pine Ave,Chicago,IL,60644,(773) 534-6300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610501.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,38,NDA,NDA,Average,45,Average,53,Weak,NDA,NDA,NDA,NDA,NDA,NDA,NDA,70.10%,21.5,95.20%,98.60%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12,12.1,13.6,13.1,1.1,14.8,1.2,8.5,NDA,NDA,250,36,56.1,1139494.763,1901274.258,41.88520477,"'-87.76321191",25,AUSTIN,28,15,"(41.88520477, -87.76321191)"
609786,Avalon Park Elementary School,ES,8045 S Kenwood Ave,Chicago,IL,60619,(773) 535-6615,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609786.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,32,Weak,24,Weak,38,Weak,32,Weak,32,Very Weak,16,Weak,46,Weak,45,92.10%,52.1,96.40%,97.70%,47.8,15.4,11.9,22.3,41.7,40.9,14.8,20.6,42.7,44.1,2.2,24.4,7.9,5.1,1.1,1.2,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,398,47,NDA,1186651.081,1851731.650,41.74826636,"'-87.59161761",45,AVALON PARK,8,4,"(41.74826636, -87.59161761)"
609871,Barbara Vick Early Childhood & Family Center,ES,2554 W 113th St,Chicago,IL,60655,(773) 535-2671,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609871.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,NDA,Track_E,NDA,NDA,No,NDA,,NDA,NDA,NDA,,NDA,,Weak,NDA,NDA,NDA,Strong,66,Strong,60,60.90%,0.0,95.50%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,204,49,NDA,1161152.120,1829643.669,41.68821843,"'-87.68566340",75,MORGAN PARK,19,22,"(41.68821843, -87.6856634)"
609922,Belmont-Cragin Elementary School,ES,2456 N Mango Ave,Chicago,IL,60639,(773) 534-2900,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609922.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Strong,75,Very Strong,81,Strong,67,Strong,66,Weak,45,Average,53,Strong,55,Strong,54,95.30%,1.3,96.80%,98.90%,60.7,31.8,22.5,21.3,51.8,55.3,42.9,39,61.7,53.2,0,6.9,11.0,11.0,0.2,1.0,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,634,29,NDA,1137592.320,1915980.764,41.92559567,"'-87.76984337",19,BELMONT CRAGIN,30,25,"(41.92559567, -87.76984337)"
609764,Benito Juarez Community Academy High School,HS,2150 S Laflin St,Chicago,IL,60608,(773) 534-7030,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609764.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,46,Average,53,Average,44,Average,45,Weak,49,Average,48,NDA,NDA,NDA,NDA,83.70%,17.2,95.80%,99.50%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.2,13.7,14.6,14.5,1.3,15.8,1.2,14.8,56.2,48.8,1683,39,71.1,1166665.696,1889615.348,41.85267306,"'-87.66376931",31,LOWER WEST SIDE,25,12,"(41.85267306, -87.66376931)"
610265,Benjamin Banneker Elementary School,ES,6656 S Normal Blvd,Chicago,IL,60621,(773) 535-3020,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610265.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,36,NDA,NDA,Weak,35,Average,58,Weak,NDA,NDA,NDA,NDA,NDA,NDA,NDA,91.30%,26.9,93.90%,100.00%,NDA,31.1,10.9,11.8,40,34.4,34.4,31.1,55.7,60.5,25.9,30.8,7.9,1.5,0.7,0.9,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,302,45,NDA,1174114.357,1860550.724,41.77275433,"'-87.63729464",68,ENGLEWOOD,6,7,"(41.77275433, -87.63729464)"
610290,Benjamin E Mays Elementary Academy,ES,838 W Marquette Rd,Chicago,IL,60621,(773) 535-3892,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610290.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,27,Weak,23,Average,55,Average,48,Weak,41,Weak,37,NDA,NDA,NDA,NDA,95.50%,0.3,96.60%,100.00%,NDA,60.7,45.9,26.8,47.2,60.2,37.2,24.7,60.7,57.8,17.1,31.4,17.4,9.6,0.1,"'-0.1",Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,301,45,NDA,1171705.530,1860460.828,41.77256081,"'-87.64612737",68,ENGLEWOOD,16,7,"(41.77256081, -87.64612737)"
610076,Bernhard Moos Elementary School,ES,1711 N California Ave,Chicago,IL,60647,(773) 534-4340,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610076.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,50,Weak,34,Average,47,Weak,32,Weak,34,Weak,31,NDA,NDA,NDA,NDA,93.00%,45.5,96.30%,98.50%,52.7,52.4,43,26.5,60.8,61.6,60.6,30.5,70.8,61.3,10.9,12.7,24.0,7.5,1.4,0.2,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,429,34,NDA,1157476.303,1911358.897,41.91253110,"'-87.69690545",24,WEST TOWN,1,14,"(41.9125311, -87.69690545)"
610150,Betsy Ross Elementary School,ES,6059 S Wabash Ave,Chicago,IL,60637,(773) 535-0650,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610150.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,39,NDA,NDA,Average,51,Average,50,Weak,NDA,NDA,NDA,Weak,37,Weak,44,88.90%,64.1,93.90%,97.90%,25.3,31,10.3,8.2,31.5,22.8,24.4,20.2,56.3,38.1,0,5.3,2.5,2.0,"'-0.1","'-1.1",Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,350,42,NDA,1177801.979,1864618.420,41.78383382,"'-87.62365383",40,WASHINGTON PARK,20,3,"(41.78383382, -87.62365383)"
610175,Beulah Shoesmith Elementary School,ES,1330 E 50th St,Chicago,IL,60615,(773) 535-1764,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610175.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,45,Average,54,Average,40,Weak,39,Weak,37,Average,41,Average,49,Weak,45,94.70%,0.3,94.80%,100.00%,65,12,32.5,28.4,54.4,61.3,56.4,43.6,83.3,66.7,NDA,NDA,10.8,19.6,0.0,1.6,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,325,46,NDA,1185846.553,1872152.239,41.80432122,"'-87.59392226",39,KENWOOD,4,2,"(41.80432122, -87.59392226)"
610087,Blair Early Childhood Center,ES,6751 W 63rd Pl,Chicago,IL,60638,(773) 535-2076,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610087.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,NDA,Track_E,NDA,NDA,No,NDA,,Strong,64,NDA,,NDA,,Weak,61,Strong,66,Strong,58,Strong,65,80.20%,0.8,94.80%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,137,44,NDA,1132295.745,1861625.190,41.77652935,"'-87.79056836",64,CLEARING,23,8,"(41.77652935, -87.79056836)"
609969,Bret Harte Elementary School,ES,1556 E 56th St,Chicago,IL,60637,(773) 535-0870,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609969.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Probation,Level 3,No,Strong,63,NDA,NDA,Strong,77,Strong,76,Weak,NDA,NDA,NDA,Average,47,Weak,44,94.20%,17.9,95.40%,98.50%,57.1,NDA,52.8,60,66.1,60.8,43.8,60.4,60.4,64.6,NDA,NDA,27.5,21.9,0.4,0.0,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,340,46,NDA,1187805.484,1868216.424,41.79347460,"'-87.58686328",41,HYDE PARK,5,2,"(41.7934746, -87.58686328)"
610106,Brian Piccolo Elementary Specialty School,ES,1040 N Keeler Ave,Chicago,IL,60651,(773) 534-4425,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610106.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,27,NDA,NDA,Weak,29,Weak,31,Weak,NDA,NDA,NDA,NDA,NDA,NDA,NDA,90.60%,65.8,95.00%,92.90%,29.2,19.6,9.7,15.2,40.9,43,20.6,16.5,51.3,48.1,6.8,5.1,3.4,1.6,"'-0.2","'-1.4",Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,549,34,NDA,1148146.922,1906778.220,41.90014610,"'-87.73129753",23,HUMBOLDT PARK,37,11,"(41.9001461, -87.73129753)"
610317,Brighton Park Elementary School,ES,3825 S Washtenaw Ave,Chicago,IL,60632,(773) 535-7237,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610317.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,55,NDA,NDA,Average,49,Average,43,Weak,NDA,NDA,NDA,NDA,NDA,NDA,NDA,96.30%,2.6,95.90%,100.00%,64.5,50,37.7,32.2,51.2,58.8,46.1,39.7,64.7,53.9,6,20.9,18.6,11.4,0.8,0.2,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,691,39,NDA,1159041.661,1879076.777,41.82391375,"'-87.69204069",58,BRIGHTON PARK,12,9,"(41.82391375, -87.69204069)"
610381,Bronzeville Scholastic Academy High School,HS,4934 S Wabash Ave,Chicago,IL,60615,(773) 535-1150,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610381.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,41,Weak,38,Average,42,Average,43,Weak,32,Very Weak,15,Average,51,Weak,43,92.30%,16.2,95.60%,97.60%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.3,13.8,15.3,15.7,1.4,16.3,1,14.7,85.3,73.2,550,42,71.1,1177513.255,1872170.444,41.80456384,"'-87.62448408",38,GRAND BOULEVARD,3,2,"(41.80456384, -87.62448408)"
609821,Burnham Elementary Inclusive Academy,ES,1903 E 96th St,Chicago,IL,60617,(773) 535-6530,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609821.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,61,Strong,77,Very Strong,85,Very Strong,99,Weak,65,Strong,71,Strong,54,Average,47,95.50%,29.4,96.90%,96.00%,75.9,65.1,59.1,43.6,61.1,79.6,77.2,58.7,57.5,65.5,8.7,26.1,36.5,22.0,1.3,0.6,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,286,47,NDA,1190566.496,1841647.953,41.72050221,"'-87.57759489",51,SOUTH DEERING,7,4,"(41.72050221, -87.57759489)"
609827,Burnside Elementary Scholastic Academy,ES,650 E 91st Pl,Chicago,IL,60619,(773) 535-3300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609827.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,51,NDA,NDA,Average,58,Strong,70,Weak,NDA,NDA,NDA,Average,48,Average,47,94.90%,8.9,94.90%,100.00%,81.7,55.8,31.1,38.5,49.3,39.9,40.6,33,52.4,49.4,18.6,35.6,15.5,14.3,0.0,"'-0.4",Yellow,Yellow,20.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,766,45,NDA,1182385.651,1844494.844,41.72850759,"'-87.60747108",44,CHATHAM,6,6,"(41.72850759, -87.60747108)"
610353,Calmeca Academy of Fine Arts and Dual Language,ES,3456 W 38th St,Chicago,IL,60632,(773) 535-7000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610353.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,Yes,Average,58,Strong,67,Average,59,Strong,72,Weak,64,Average,55,Average,51,Strong,57,96.50%,1.9,96.90%,100.00%,47,NDA,44.2,23.9,52.8,64.5,35.8,26.6,49.8,49.3,16.1,21,13.9,10.3,"'-0.7",1.5,Red,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,792,39,NDA,1153706.842,1879216.756,41.82440547,"'-87.71160875",58,BRIGHTON PARK,12,9,"(41.82440547, -87.71160875)"
